nombre,categoria,sku,codigo_barras,precio_bs,precio_usd,costo_bs,costo_usd,stock_minimo
ARRANQUE DE SCOOTER AVA 90,TODO MOTO 668,TM668-AB11,,45.37,1.81,36.30,1.45,1
ARRANQUE DE TX200 GRIS OSCURO 11T,TODO MOTO 668,TM668-RL72,,44.86,1.79,35.89,1.44,1
ARRANQUE DE TX200 GROMADO  11T,TODO MOTO 668,TM668-RL73,,38.92,1.56,31.14,1.25,1
ARRANQUE JOG 50,TODO MOTO 668,TM668-R013T,,45.37,1.81,36.30,1.45,1
ARRANQUE JOG 90,TODO MOTO 668,TM668-R014T,,44.86,1.79,35.89,1.44,1
ARRANQUE TUCAN 110,TODO MOTO 668,TM668-T568,,38.92,1.56,31.14,1.25,1
ASIENTO AVA 150-10 Y MUSTA150 VIEJO AUTOMATICO MOTO COLOR  ROJO,TODO MOTO 668,TM668-AS33,,42.06,1.68,33.65,1.35,1
ASIENTO AVA 150-10 Y MUSTA150 VIEJO AUTOMATICO MOTO COLOR AZUI,TODO MOTO 668,TM668-AS11,,32.50,1.30,26.00,1.04,1
ASIENTO AVA 150-10 Y MUSTA150 VIEJO AUTOMATICO MOTO COLOR NEGRO,TODO MOTO 668,TM668-AS44,,42.06,1.68,33.65,1.35,1
ASIENTO AVA TIGRE 150 175 250 NEGRO,TODO MOTO 668,TM668-AS55,,57.68,2.31,46.14,1.85,1
AUTOMATICA DE GN 125,TODO MOTO 668,TM668-A12H,,51.85,2.07,41.48,1.66,1
AUTOMATICA DE HORSE 150,TODO MOTO 668,TM668-AU22,,51.85,2.07,41.48,1.66,1
AUTOMATICA DE SCOOTER 150,TODO MOTO 668,TM668-AE150,,51.85,2.07,41.48,1.66,1
AUTOMATICO DE JAGUAR 150,TODO MOTO 668,TM668-A69,,51.85,2.07,41.48,1.66,1
AUTOMATICO DE KLR650,TODO MOTO 668,TM668-A70,,63.30,2.53,50.64,2.03,1
BALANCINES BERA 150,TODO MOTO 668,TM668-BB150,,58.33,2.33,46.67,1.87,1
BALANCINES HORSE 150,TODO MOTO 668,TM668-BL1,,58.33,2.33,46.67,1.87,1
BALANCINES JAGUAR 150,TODO MOTO 668,TM668-BJ150,,58.33,2.33,46.67,1.87,1
BALANCINES TX200,TODO MOTO 668,TM668-B458,,58.33,2.33,46.67,1.87,1
BANDA DE CRCOHERA JOG 90 3 PZAS,TODO MOTO 668,TM668-ANI4H,,53.46,2.14,42.76,1.71,1
BANDA DE CROCHERA JOG 50 2 PZAS,TODO MOTO 668,TM668-AN140HJ,,38.92,1.56,31.14,1.25,1
BANDA DE CROCHERA SCOOTER BARATO,TODO MOTO 668,TM668-B458H,,45.37,1.81,36.30,1.45,1
BANDA DE CROCHERA SCOOTER CALIDAD,TODO MOTO 668,TM668-B19,,45.34,1.81,36.27,1.45,1
BANDA DE CROCHERA SKYGO 250 AUTOMATICO,TODO MOTO 668,TM668-ce13,,45.37,1.81,36.30,1.45,1
BANDA DE FRENO GN 125 CALIDAD BUY CHASE,TODO MOTO 668,TM668-B004,,38.92,1.56,31.14,1.25,1
BANDA DE FRENO GN 125 COLOR VERDE TRASERO,TODO MOTO 668,TM668-R029P,,45.37,1.81,36.30,1.45,1
BANDA DE FRENO HORSE 150 TRASERO,TODO MOTO 668,TM668-R030P,,38.92,1.56,31.14,1.25,1
BANDA DE FRENO JAGUAR 150 TRASERO,TODO MOTO 668,TM668-R032P,,45.37,1.81,36.30,1.45,1
BANDA DE FRENO JOG 50 TRASERO,TODO MOTO 668,TM668-R033P,,160.88,6.43,128.70,5.15,1
BANDA DE FRENO MATRIX ELEGANCE CALIDAD BUY CHASE,TODO MOTO 668,TM668-BA23,,475.00,19.00,380.00,15.20,1
BANDA DE FRENO RIN DE PALETA GRIS JORSE 1,TODO MOTO 668,TM668-LJ002,,475.00,19.00,380.00,15.20,1
BARRA DE REPOSAPIE COMPLETO HORSE 150,TODO MOTO 668,TM668-B258,,912.50,36.50,730.00,29.20,1
BARRA DE REPOSAPIE COMPLETO JAGUAR 150,TODO MOTO 668,TM668-V407,,912.50,36.50,730.00,29.20,1
BARRA DE REPOSAPIE COMPLETO TUCAN 110,TODO MOTO 668,TM668-BA45,,937.50,37.50,750.00,30.00,1
BASE DE  PUNO GUAYA ACELERADOR SCOOTER 150,TODO MOTO 668,TM668-BU8P,,412.64,16.51,330.12,13.20,1
BASE DE CARBURADOR 2JA,TODO MOTO 668,TM668-B96D,,412.64,16.51,330.12,13.20,1
BASE DE CARBURADOR AX100,TODO MOTO 668,TM668-BA39,,412.64,16.51,330.12,13.20,1
BASE DE CARBURADOR DT 200,TODO MOTO 668,TM668-FG13,,412.64,16.51,330.12,13.20,1
BASE DE CARBURADOR EN 125,TODO MOTO 668,TM668-R034P,,462.66,18.51,370.13,14.81,1
BASE DE CARBURADOR GN 125,TODO MOTO 668,TM668-R035P,,725.25,29.01,580.20,23.21,1
BASE DE CARBURADOR HJ150 -9 COOL ALUMINIO,TODO MOTO 668,TM668-BAS1,,267.28,10.69,213.82,8.55,1
BASE DE CARBURADOR JOG 50,TODO MOTO 668,TM668-BA65,,412.64,16.51,330.12,13.20,1
BASE DE CARBURADOR LEON KING AVA 250 PAR,TODO MOTO 668,TM668-AB16,,17.47,0.70,13.98,0.56,1
BASE DE CARBURADOR OWEN  150 CORTO  CALIDAD,TODO MOTO 668,TM668-BA55L,,100.04,4.00,80.03,3.20,1
BASE DE CARBURADOR OWEN 150 ALUMINIO,TODO MOTO 668,TM668-V514,,84.40,3.38,67.52,2.70,1
BASE DE CARBURADOR OWEN 150 LARGA ALUMINIO,TODO MOTO 668,TM668-FG12,,56.27,2.25,45.02,1.80,1
BASE DE CARBURADOR OWEN 150 MAS LARGA,TODO MOTO 668,TM668-B55,,438.75,17.55,351.00,14.04,1
BASE DE CARBURADOR OWEN 200 ALUMINIO,TODO MOTO 668,TM668-FG11,,438.75,17.55,351.00,14.04,1
BASE DE CARBURADOR SUPER SHADOW 250,TODO MOTO 668,TM668-T458,,438.75,17.55,351.00,14.04,1
BASE DE CARBURADOR TX200 JAGUAR 200 ALUMINIO,TODO MOTO 668,TM668-BN5H,,438.75,17.55,351.00,14.04,1
BASE DE CROCHE CON MANILLA HORSE 150,TODO MOTO 668,TM668-BS55,,400.00,16.00,320.00,12.80,1
BASE DE CRUCE GN 125 TRASERO,TODO MOTO 668,TM668-SOP1,,406.25,16.25,325.00,13.00,1
BASE DE GUARDAFANGO HORSE 150,TODO MOTO 668,TM668-W41,,406.25,16.25,325.00,13.00,1
BASE DE GUARDAFANGO JAGUAR 150,TODO MOTO 668,TM668-W40,,418.75,16.75,335.00,13.40,1
BASE DE GUAYA DE CROCHE  AVA 150,TODO MOTO 668,TM668-RL75,,418.75,16.75,335.00,13.40,1
BASE DE GUAYA DE CROCHE HORSE 150,TODO MOTO 668,TM668-CQ28,,362.50,14.50,290.00,11.60,1
BASE DE GUAYA DE CROCHE JAGUAR 150,TODO MOTO 668,TM668-CQ29,,525.00,21.00,420.00,16.80,1
BASE DE GURADAFANGO BERA SOCIALISTA SBR 150,TODO MOTO 668,TM668-BJ89,,371.56,14.86,297.25,11.89,1
BASE DE MANILLA CROCHE HORSE 150,TODO MOTO 668,TM668-BA66,,442.41,17.70,353.93,14.16,1
BASE DE MANILLA CROCHE TX200 ROSCA 8MM CALIDAD BUY CHASE,TODO MOTO 668,TM668-BN23,,456.08,18.24,364.86,14.59,1
BASE DE TUBO DE ESCAPE 150,TODO MOTO 668,TM668-BJ12,,457.19,18.29,365.75,14.63,1
BASE DE TUBO DE ESCAPE 150 AA,TODO MOTO 668,TM668-BA89A,,379.82,15.19,303.86,12.15,1
BASE DE TUBO DE ESCAPE JAGUAR 200,TODO MOTO 668,TM668-BA36,,551.44,22.06,441.15,17.65,1
"BASE PIE AMIGO  NEGRO,AZUL,ROJO,DORADO,PLATEAD,GRIS",TODO MOTO 668,TM668-A011,,479.23,19.17,383.38,15.34,1
BASTON HJ150-3 VIEJO 30MM Y  EN 125,TODO MOTO 668,TM668-BA89J,,725.00,29.00,580.00,23.20,1
BASTONES ARSEN-2,TODO MOTO 668,TM668-LJ958,,206.25,8.25,165.00,6.60,1
BENDE DE ARRANQUE SCOOTER AVA 90,TODO MOTO 668,TM668-AB15,,150.00,6.00,120.00,4.80,1
BENDIX DE ARRANQUE SCOOTER 150,TODO MOTO 668,TM668-BD14,,345.52,13.82,276.41,11.06,1
BENDIX DE ARRANUQUE YAMAHA JOG 50,TODO MOTO 668,TM668-BD12,,281.35,11.25,225.08,9.00,1
BENDIX DE ARRANUQUE YAMAHA JOG 90,TODO MOTO 668,TM668-BD13,,243.84,9.75,195.07,7.80,1
BIELA DE CIEGUENAL DE DT200,TODO MOTO 668,TM668-B32,,237.58,9.50,190.07,7.60,1
BIELA DE CIGUENA DT 100 YAMAHA,TODO MOTO 668,TM668-B15HJ,,193.75,7.75,155.00,6.20,1
BIELA DE CIGUENAL AX100,TODO MOTO 668,TM668-B14HJ,,281.35,11.25,225.08,9.00,1
BIELA DE CIGUENAL GN 125,TODO MOTO 668,TM668-011,,156.30,6.25,125.04,5.00,1
BIELA DE CIGUENAL JAGUAR 200,TODO MOTO 668,TM668-D252,,274.31,10.97,219.45,8.78,1
BIELA DE CIGUENAL JOG 50,TODO MOTO 668,TM668-B031,,362.48,14.50,289.98,11.60,1
BIELA DE CIGUENAL OWEN 2014,TODO MOTO 668,TM668-AN664,,252.44,10.10,201.95,8.08,1
BIELA DE CIGUENAL SUPERTARDOM 250 PAR,TODO MOTO 668,TM668-AS21,,245.97,9.84,196.77,7.87,1
BIELA DE CIGUENAL TX200,TODO MOTO 668,TM668-D253,,150.00,6.00,120.00,4.80,1
BIELA DE CIGUENAL X1BERA  125,TODO MOTO 668,TM668-B5891,,161.78,6.47,129.42,5.18,1
BIELA DE CIGUEÑAL JAGUA 150 ANCHO 18MM,TODO MOTO 668,TM668-D256,,211.01,8.44,168.81,6.75,1
BIELA DE CIGUEÑAL OUTLOOK150,TODO MOTO 668,TM668-B150,,192.19,7.69,153.75,6.15,1
BIELA DE CIGUEÑAL OWEN 2010 ANCHO 16MM,TODO MOTO 668,TM668-B36,,293.75,11.75,235.00,9.40,1
BIELA DE CIGUEÑAL SCOOTER 150,TODO MOTO 668,TM668-B30,,307.50,12.30,246.00,9.84,1
BOBINA DE ENCENDIDO AX100,TODO MOTO 668,TM668-BO26,,319.92,12.80,255.94,10.24,1
BOBINA DE ENCENDIDO GN 125,TODO MOTO 668,TM668-BO27,,156.30,6.25,125.04,5.00,1
BOBINA DE ENCENDIDO SCOOTER 150,TODO MOTO 668,TM668-B121,,147.19,5.89,117.75,4.71,1
BOCINA DE EJE DE ARRANQUE SCOOTER PEQUENA,TODO MOTO 668,TM668-B26,,95.66,3.83,76.53,3.06,1
BOMBA AIRE PARA PELOTA/BICICLETA/MOTO COLOR AMARILLO,TODO MOTO 668,TM668-BM88,,121.04,4.84,96.83,3.87,1
BOMBA AIRE PARA PELOTA/BICICLETA/MOTO COLOR ROJO,TODO MOTO 668,TM668-BM86,,103.16,4.13,82.53,3.30,1
BOMBA AIRE PARA PELOTA/BICICLETA/MOTO COLOR VERDE,TODO MOTO 668,TM668-BM87,,2453.34,98.13,1962.68,78.51,1
"BOMBA D FRENO CN BASE  MANILLA UNIVERSAL NEGRO,PLATEADO,MORADO,AZUL,ROJO",TODO MOTO 668,TM668-A020,,1190.11,47.60,952.09,38.08,1
BOMBA DE ACEITE AX 100,TODO MOTO 668,TM668-AS5L6,,196.94,7.88,157.56,6.30,1
BOMBA DE ACEITE BERA 200 37T,TODO MOTO 668,TM668-G225,,185.69,7.43,148.55,5.94,1
BOMBA DE ACEITE BERA 200 39T,TODO MOTO 668,TM668-G325,,189.91,7.60,151.93,6.08,1
BOMBA DE ACEITE HORSE 150 37T,TODO MOTO 668,TM668-G108,,35.17,1.41,28.13,1.13,1
BOMBA DE ACEITE HORSE 150 39T,TODO MOTO 668,TM668-G109,,39.39,1.58,31.51,1.26,1
BOMBA DE ACEITE JAGUAR 150,TODO MOTO 668,TM668-V259,,36.58,1.46,29.26,1.17,1
BOMBA DE ACEITE JAGUAR 200 37T CON REGULACION ROCA,TODO MOTO 668,TM668-BP8S,,39.39,1.58,31.51,1.26,1
BOMBA DE ACEITE JAGUAR 200 39T CON REGULACION ROCA,TODO MOTO 668,TM668-B36D,,78.75,3.15,63.00,2.52,1
BOMBA DE ACEITE JOG 50,TODO MOTO 668,TM668-AS56P,,62.50,2.50,50.00,2.00,1
BOMBA DE ACEITE MATRIX ELEGANCE 150,TODO MOTO 668,TM668-BAM,,62.50,2.50,50.00,2.00,1
BOMBA DE ACEITE OWEN 150,TODO MOTO 668,TM668-B22,,87.12,3.48,69.70,2.79,1
BOMBA DE ACEITE R1 BERA 200,TODO MOTO 668,TM668-B23.,,70.47,2.82,56.38,2.26,1
BOMBA DE ACEITE SCOOTER 150 [BUY CHASE],TODO MOTO 668,TM668-B01,,75.00,3.00,60.00,2.40,1
BOMBA DE ACEITE SCOOTER AVA 90,TODO MOTO 668,TM668-AB18,,86.47,3.46,69.18,2.77,1
BOMBA DE ACEITE TUCAN 110,TODO MOTO 668,TM668-BB14,,737.50,29.50,590.00,23.60,1
BOMBA DE ACEITE YBR 125 YAMAHA,TODO MOTO 668,TM668-PB7S,,358.72,14.35,286.98,11.48,1
BOMBA DE FRENO DELANTERO SCOOTER 150 DERECHO,TODO MOTO 668,TM668-BM65,,302.61,12.10,242.08,9.68,1
BOMBA DE FRENO DELANTERO SCOTOOTER 150 IZQUIERDO,TODO MOTO 668,TM668-BM65.,,302.45,12.10,241.96,9.68,1
BOMBA DE FRENO DELANTERO TX200,TODO MOTO 668,TM668-LJ739,,264.33,10.57,211.46,8.46,1
BOMBA DE FRENO GN 125 COMPLETO,TODO MOTO 668,TM668-BO33,,22.50,0.90,18.00,0.72,1
BOMBA DE FRENO HORSE 150 *SIN MANILLA *,TODO MOTO 668,TM668-BFH/SM,,75.00,3.00,60.00,2.40,1
BOMBA DE FRENO OULOCK 150 DELANTERO MODELO NUEVO,TODO MOTO 668,TM668-BN11,,56.25,2.25,45.00,1.80,1
BOMBA DE FRENO OULOCK 150 TRASERO MODELO NUEVO,TODO MOTO 668,TM668-BJ55,,56.25,2.25,45.00,1.80,1
BOMBA DE FRENO SIN MANILLA GN 125,TODO MOTO 668,TM668-BF1,,23.03,0.92,18.43,0.74,1
BOMBA DE FRENO TRASERO BERA 200 CALIDAD,TODO MOTO 668,TM668-BM85,,43.75,1.75,35.00,1.40,1
BOMBA DE FRENO TX200 TRASERO  CAILI,TODO MOTO 668,TM668-B6M3,,50.00,2.00,40.00,1.60,1
BOMBA DE FRENO TX200 TRASERO BUY CHASE,TODO MOTO 668,TM668-B109.,,39.57,1.58,31.66,1.27,1
BOMBA DE GASOLINA BERA PORCHE GRANDE,TODO MOTO 668,TM668-T221,,175.00,7.00,140.00,5.60,1
BOMBA DE GASOLINA CON FILTRO JOG 50 3KJ,TODO MOTO 668,TM668-c16A,,32.50,1.30,26.00,1.04,1
BOMBA DE GASOLINA JOG 50 MINT,TODO MOTO 668,TM668-c15,,43.75,1.75,35.00,1.40,1
BOMBA DE GASOLINA MATRIX ELEGANCE BWS,TODO MOTO 668,TM668-B38,,43.75,1.75,35.00,1.40,1
BOMBA DE GASOLINA SCOOTER 150,TODO MOTO 668,TM668-03H,,41.25,1.65,33.00,1.32,1
BOMBA DE GASOLINA SCOOTER 150 A 3 TUBO,TODO MOTO 668,TM668-B7TT,,37.50,1.50,30.00,1.20,1
BOMBA DE GASOLINA SCOOTER 150 AAA 3 TUBO,TODO MOTO 668,TM668-B896,,37.50,1.50,30.00,1.20,1
BOMBA DE GASOLINA SCOOTER 150 PORCHE PLASTICO,TODO MOTO 668,TM668-B457,,211.41,8.46,169.12,6.77,1
BOMBA DE GASOLINA SUPER JOG 2JA,TODO MOTO 668,TM668-ca17S,,48.63,1.95,38.90,1.56,1
BOMBILLO CABEZON,TODO MOTO 668,TM668-AS10,,56.25,2.25,45.00,1.80,1
BOMBILLO DE CABEZON POR 10 OFERTA,TODO MOTO 668,TM668-L4,,39.57,1.58,31.66,1.27,1
BOMBILLO DE CRUCE,TODO MOTO 668,TM668-SH-52,,33.01,1.32,26.41,1.06,1
BOMBILLO DE CRUCE LED  ROJO 12 PERLAS POR UNIDAD,TODO MOTO 668,TM668-B22PL,,37.14,1.49,29.71,1.19,1
BOMBILLO DE CRUCE LED AMARILLO 12 PERLAS POR UNIDAD,TODO MOTO 668,TM668-B99P,,46.42,1.86,37.14,1.49,1
BOMBILLO DE CRUCE LED AZUL 12 PERLAS 2xPQT   PRECIO DE UND.,TODO MOTO 668,TM668-VK205A,,42.05,1.68,33.64,1.35,1
BOMBILLO DE CRUCE LED AZUL 12 PERLAS POR UNIDAD,TODO MOTO 668,TM668-B36M,,56.27,2.25,45.02,1.80,1
BOMBILLO DE CRUCE LED AZUL 22 PERLAS 5xPQT   PRECIO DE UND.,TODO MOTO 668,TM668-VK203A,,81.59,3.26,65.27,2.61,1
BOMBILLO DE CRUCE LED AZUL ROJO BLANCO,TODO MOTO 668,TM668-VK203,,44.84,1.79,35.88,1.44,1
BOMBILLO DE FARO,TODO MOTO 668,TM668-SH-40,,22.50,0.90,18.00,0.72,1
BOMBILLO DE FARO,TODO MOTO 668,TM668-SH-42,,10.00,0.40,8.00,0.32,1
BOMBILLO DE FARO,TODO MOTO 668,TM668-SH-43,,22.50,0.90,18.00,0.72,1
BOMBILLO DE FARO,TODO MOTO 668,TM668-SH-44,,185.78,7.43,148.62,5.95,1
BOMBILLO DE FARO,TODO MOTO 668,TM668-SH-45,,97.50,3.90,78.00,3.12,1
BOMBILLO DE FARO,TODO MOTO 668,TM668-SH-46,,97.50,3.90,78.00,3.12,1
BOMBILLO DE FARO,TODO MOTO 668,TM668-SH-47,,75.00,3.00,60.00,2.40,1
BOMBILLO DE FARO 3 LED REDONDO,TODO MOTO 668,TM668-BO2J,,298.12,11.93,238.50,9.54,1
BOMBILLO DE FARO 6 LED CUADRADO,TODO MOTO 668,TM668-BO3.,,175.00,7.00,140.00,5.60,1
BOMBILLO DE FARO 6 LED REDONDO,TODO MOTO 668,TM668-BO4,,850.00,34.00,680.00,27.20,1
BOMBILLO DE FARO ALTA Y BAJA LED,TODO MOTO 668,TM668-LJ687,,246.18,9.85,196.94,7.88,1
BOMBILLO DE FARO LED REDONDO,TODO MOTO 668,TM668-B653,,281.35,11.25,225.08,9.00,1
BOMBILLO DE FRENO LED AMARILLO 22 PERLAS POR UNIDAD,TODO MOTO 668,TM668-B5PL,,253.21,10.13,202.57,8.10,1
BOMBILLO DE FRENO LED AZUL 12 PERLAS 2xPQT   PRECIO DE UND.,TODO MOTO 668,TM668-VK206A,,218.05,8.72,174.44,6.98,1
BOMBILLO DE FRENO LED AZUL 22 PERLAS 5xPQT   PRECIO DE UND.,TODO MOTO 668,TM668-VK204A,,199.44,7.98,159.56,6.38,1
BOMBILLO DE FRENO LED AZUL 22 PERLAS POR UNIDAD,TODO MOTO 668,TM668-B36MN,,220.08,8.80,176.06,7.04,1
BOMBILLO DE FRENO LED AZUL ROJO BLANCO,TODO MOTO 668,TM668-VK206,,275.10,11.00,220.08,8.80,1
BOMBILLO DE FRENO LED AZUL ROJO BLANCO,TODO MOTO 668,TM668-VK204,,211.08,8.44,168.86,6.75,1
BOMBILLO DE FRENO LED BLANCO 12 PERLAS 2xPQT   PRECIO DE UND.,TODO MOTO 668,TM668-VK206B,,259.46,10.38,207.57,8.30,1
BOMBILLO DE FRENO LED ROJO 12 PERLAS 2xPQT   PRECIO DE UND.,TODO MOTO 668,TM668-VK206R,,233.33,9.33,186.66,7.47,1
BOMBILLO DE FRENO LED ROJO 22 PERLAS 5xPQT   PRECIO DE UND.,TODO MOTO 668,TM668-VK204R,,194.44,7.78,155.55,6.22,1
BOMBILLO DE FRENO LED ROJO 22 PERLAS POR UNIDAD,TODO MOTO 668,TM668-B33MN,,20.50,0.82,16.40,0.66,1
BOMBILLO DE MUELITA,TODO MOTO 668,TM668-SH-55,,20.50,0.82,16.40,0.66,1
BOMBILLO DE MUELITA COLOR AZUL POR UNIDAD,TODO MOTO 668,TM668-BM6P,,20.50,0.82,16.40,0.66,1
BOMBILLO DE STOP,TODO MOTO 668,TM668-SH-53,,20.50,0.82,16.40,0.66,1
BOMBILLO DE STOP,TODO MOTO 668,TM668-SH-54,,20.50,0.82,16.40,0.66,1
BOMBILLO LED 1 CONTACTO AZUL 5xPQT   PRECIO DE UND.,TODO MOTO 668,TM668-LJ917A,,20.50,0.82,16.40,0.66,1
BOMBILLO LED 1 CONTACTO AZUL ROJO BLANCO,TODO MOTO 668,TM668-V917,,10.25,0.41,8.20,0.33,1
BOMBILLO LED DOBLE CONTACTO AZUL 5xPQT   PRECIO DE UND.,TODO MOTO 668,TM668-LJ918A,,64.35,2.57,51.48,2.06,1
BOMBILLO LED DOBLE CONTACTO AZUL ROJO BLANCO,TODO MOTO 668,TM668-V918,,18.10,0.72,14.48,0.58,1
BOTON DE ENCENDIDO,TODO MOTO 668,TM668-BOT02,,25.34,1.01,20.27,0.81,1
BUJE DE AMORTIGUADOR JAGUAR/HORSE POR PAQ PRECIO JUEGO 4,TODO MOTO 668,TM668-BU1.,,18.10,0.72,14.48,0.58,1
BUJE DE AMORTIGUADOR SCOOTER 150,TODO MOTO 668,TM668-BPC6,,18.10,0.72,14.48,0.58,1
BUJE DE BASE MOTOR SCOOTER 150 PAR,TODO MOTO 668,TM668-CQ31,,25.34,1.01,20.27,0.81,1
BUJE DE CORONA  JAGUAR 150 CILICON BLANCO,TODO MOTO 668,TM668-BP2A,,25.34,1.01,20.27,0.81,1
BUJE DE CORONA JAGUAR 150,TODO MOTO 668,TM668-BUJ14,,25.34,1.01,20.27,0.81,1
BUJE DE CORONA RAYU DE TX200 CALIDAD BUY CHASE,TODO MOTO 668,TM668-BJ531,,18.10,0.72,14.48,0.58,1
BUJE DE CORONA SUPETARDOM 250,TODO MOTO 668,TM668-BH66,,18.10,0.72,14.48,0.58,1
BUJE DE CORONA TX200 CILICON BLANCO,TODO MOTO 668,TM668-BU1D,,16.09,0.64,12.87,0.51,1
BUJE DE HOQUILLA GN 125,TODO MOTO 668,TM668-B059,,16.09,0.64,12.87,0.51,1
BUJE DE HOQUILLA HORSE 150,TODO MOTO 668,TM668-BU04A,,16.09,0.64,12.87,0.51,1
BUJE DE HOQUILLA JAGUAR 150,TODO MOTO 668,TM668-BUJ6,,16.09,0.64,12.87,0.51,1
BUJE DE HOQUILLA TUCAN 110,TODO MOTO 668,TM668-B16HJ,,24.13,0.97,19.31,0.77,1
BUJE DE MOTOR SCOOTER 150,TODO MOTO 668,TM668-B585,,75.03,3.00,60.02,2.40,1
BUJIA 10MM    GN SUSUKI 125 MARCA BUY CHASE,TODO MOTO 668,TM668-B7,,81.28,3.25,65.02,2.60,1
BUJIA 10MM  GN SUSUKI 125 MARCA YAMAHA OFETA,TODO MOTO 668,TM668-A0129,,81.28,3.25,65.02,2.60,1
BUJIA 10MM SCOTER 150     [BUY CHASE],TODO MOTO 668,TM668-B113A,,12.50,0.50,10.00,0.40,1
BUJIA 12MM  JAGUAR HORSE OWEN 150  BUY CHASE,TODO MOTO 668,TM668-B27JH,,40.64,1.63,32.51,1.30,1
BUJIA 12MM  JAGUAR HORSE OWEN 150  YAMAHA OFETA,TODO MOTO 668,TM668-B259U,,143.80,5.75,115.04,4.60,1
BUJIA 12MM HORSE 150 MARCA CAI LI,TODO MOTO 668,TM668-BUJ2,,168.81,6.75,135.05,5.40,1
BUJIA 14MM JOG 50 MARCA BUY CHASE,TODO MOTO 668,TM668-B055,,62.52,2.50,50.02,2.00,1
BUJIA CG.HORSE150 (12#)L&J,TODO MOTO 668,TM668-V001,,300.00,12.00,240.00,9.60,1
BUJIA GN 125 LJ SPARK PLUG,TODO MOTO 668,TM668-BPLU,,300.00,12.00,240.00,9.60,1
BUJIA JAGUAR LJ SPARK PLUG,TODO MOTO 668,TM668-BP1LU,,175.00,7.00,140.00,5.60,1
BUJIA LARGO SUZUKI TX (10#),TODO MOTO 668,TM668-V152,,175.00,7.00,140.00,5.60,1
BUJIA MATRIX (10#),TODO MOTO 668,TM668-V151,,206.32,8.25,165.06,6.60,1
BUJIA SCOOTER 150 NGK,TODO MOTO 668,TM668-AS51,,181.31,7.25,145.05,5.80,1
BURRO DE GN 125,TODO MOTO 668,TM668-B86,,211.01,8.44,168.81,6.75,1
BURRO DE JAGUAR 150,TODO MOTO 668,TM668-B87A,,165.63,6.63,132.50,5.30,1
C.D.I ARSEN 2  BUY CHASE,TODO MOTO 668,TM668-CD43,,140.67,5.63,112.54,4.50,1
C.D.I ARSEN 2  BUY CHASE MAS GRANDE,TODO MOTO 668,TM668-AS52,,137.55,5.50,110.04,4.40,1
C.D.I ARSEN 2  BUY CHASE MAS GRANDE SITEMA AOUTOATRAZO,TODO MOTO 668,TM668-AS68,,225.00,9.00,180.00,7.20,1
C.D.I ARSEN2 GRANDE  CALIDAD BUY CHASE,TODO MOTO 668,TM668-CBM3,,237.50,9.50,190.00,7.60,1
C.D.I BERA BWW BUY CHASE,TODO MOTO 668,TM668-CD39,,96.09,3.84,76.88,3.08,1
C.D.I BERA BWW BUY CHASE MAS GRANDE,TODO MOTO 668,TM668-AS53,,125.00,5.00,100.00,4.00,1
C.D.I BERA BWW BUY CHASE MAS GRANDE SITEMA AOUTOATRAZO,TODO MOTO 668,TM668-AS69,,125.00,5.00,100.00,4.00,1
C.D.I BERA COBRA BUY CHASE,TODO MOTO 668,TM668-CD40,,137.50,5.50,110.00,4.40,1
C.D.I BERA COBRA BUY CHASE MAS GRANDE,TODO MOTO 668,TM668-AS54,,81.25,3.25,65.00,2.60,1
C.D.I BERA COBRA BUY CHASE MAS GRANDE SITEMA AOUTOATRAZO,TODO MOTO 668,TM668-AS70,,81.25,3.25,65.00,2.60,1
C.D.I BERA COORVETE BUY CHASE,TODO MOTO 668,TM668-CD37,,93.75,3.75,75.00,3.00,1
C.D.I BERA COORVETE BUY CHASE MAS GRANDE,TODO MOTO 668,TM668-AS55,,93.75,3.75,75.00,3.00,1
C.D.I BERA COORVETE BUY CHASE MAS GRANDE AOUTOATRAZO,TODO MOTO 668,TM668-AS71,,106.25,4.25,85.00,3.40,1
C.D.I BERA PORCHE  BUY CHASE,TODO MOTO 668,TM668-CD38,,125.04,5.00,100.04,4.00,1
C.D.I BERA PORCHE  BUY CHASE MAS GRANDE,TODO MOTO 668,TM668-AS56,,125.04,5.00,100.04,4.00,1
C.D.I BERA PORCHE  BUY CHASE MAS GRANDE SITEMA AOUTOATRAZO,TODO MOTO 668,TM668-AS72,,49.24,1.97,39.39,1.58,1
C.D.I BERA PORCHE  GRANDE CALIDAD BUY CHASE,TODO MOTO 668,TM668-CV22,,56.27,2.25,45.02,1.80,1
C.D.I BERA R1 200 GRANDE,TODO MOTO 668,TM668-CD43K,,148.39,5.94,118.71,4.75,1
C.D.I BERA RUNNER,TODO MOTO 668,TM668-CD34,,83.75,3.35,67.00,2.68,1
C.D.I BERA RUNNER GRANDE CALIDAD BUY CHASE,TODO MOTO 668,TM668-CB11,,120.00,4.80,96.00,3.84,1
C.D.I BERA RUNNER MAS GRANDE CALIDAD BUY HASE,TODO MOTO 668,TM668-AS58,,87.50,3.50,70.00,2.80,1
C.D.I BERA RUNNER MAS GRANDE CALIDAD BUY HASE AOUTOATRAZO,TODO MOTO 668,TM668-AS73,,56.25,2.25,45.00,1.80,1
C.D.I DE OULOCK 150 T&M,TODO MOTO 668,TM668-VB55,,68.75,2.75,55.00,2.20,1
